Group,Week,Date,Species,PlantId,Use,Treatment,Soil_humidity,Electrical_conductivity,Too_dry,Plant_height,Leaf_number,Leaf_length,Leaf_width,Leaf_area,Chlorophyll_content,Aerial_fresh_weight,Aerial_dry_weight,Root_length,Roots_fresh_weight,Roots_dry_weight,Mortality,Comments
G5,W4,2022-11-02,Raphanus sativus,Rsi6,cultivated,i, 14.6,,dry,11,8, 6.20, 3.90,, 28.00,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi7,cultivated,i, 6.7,,dry,17,9, 9.20, 5.20,, 28.20,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poi1,wild,i, 30.7,1.39,,4,22, 1.70, 1.00,, 30.50,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poi2,wild,i, 35.8,1.53,,7,15, 2.00, 1.20,, 29.00,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poi3,wild,i, 36.2,1.46,,5,10, 1.70, 0.90,, 20.00,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poi4,wild,i, 41.2,1.60,,5,14, 2.00, 0.90,, 14.10,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poi5,wild,i, 37.5,1.57,,5,14, 2.20, 1.20,, 17.20,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poi6,wild,i, 39.0,1.54,,4,15, 2.00, 1.00,, 28.20,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poi7,wild,i, 39.9,1.46,,4,21, 2.00, 1.20,, 25.60,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss1,cultivated,s, 6.3,,dry,16,6, 9.40, 5.30,, 20.80,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss2,cultivated,s, 4.9,,dry,11,8, 6.50, 3.20,, 34.40,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss3,cultivated,s, 5.9,,dry,13,7, 6.30, 4.60,, 27.10,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss4,cultivated,s, 7.1,,dry,13,6, 7.00, 4.00,, 26.50,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss5,cultivated,s, 1.8,,dry,7,2, 5.10, 3.00,, 25.00,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss6,cultivated,s, 5.3,,dry,15,5, 8.00, 4.90,, 28.20,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss7,cultivated,s, 7.3,,dry,14,6, 7.50, 3.50,, 20.50,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Pos1,wild,s, 25.6,1.19,,5,16, 2.30, 1.30,, 28.90,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Pos2,wild,s, 24.1,1.38,,12,26, 2.10, 1.20,, 28.10,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Pos3,wild,s, 21.2,1.22,,4,12, 1.90, 1.00,, 25.80,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Pos4,wild,s, 27.7,1.35,,5,14, 1.90, 0.90,, 28.80,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Pos5,wild,s, 25.0,1.48,,6,15, 2.20, 1.20,, 29.40,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Pos6,wild,s, 24.8,1.50,,8,9, 2.10, 1.00,, 23.80,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Pos7,wild,s, 23.2,1.26,,5,14, 1.70, 0.90,, 27.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc1,cultivated,c, 32.4,1.29,,13,10, 7.10, 4.30,, 29.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc2,cultivated,c, 31.0,1.46,,14,10, 7.60, 4.60,, 26.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc3,cultivated,c, 37.4,1.19,,15,8, 8.30, 5.00,, 26.20,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc4,cultivated,c, 35.2,1.32,,13,8, 8.20, 4.60,, 23.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc5,cultivated,c, 38.9,1.40,,15,10, 7.50, 4.60,, 23.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc6,cultivated,c, 29.6,1.56,,16,8, 8.40, 6.20,, 23.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc7,cultivated,c, 35.9,1.36,,16,8, 9.40, 6.10,, 22.50,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poc1,wild,c, 41.7,1.46,,5,17, 1.90, 1.00,, 27.00,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poc2,wild,c, 40.2,1.41,,5,21, 2.30, 1.30,, 30.90,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poc3,wild,c, 46.1,1.42,,4,21, 1.90, 1.10,, 29.10,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poc4,wild,c, 46.8,1.52,,8,28, 2.40, 1.30,, 28.30,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poc5,wild,c, 46.3,1.24,,13,23, 2.10, 1.20,, 29.40,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poc6,wild,c, 45.4,1.42,,5,21, 2.00, 1.30,, 29.10,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poc7,wild,c, 48.1,1.42,,7,24, 2.00, 1.20,, 27.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi1,cultivated,i, 7.3,,dry,19,6, 10.50, 6.50,, 27.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi2,cultivated,i, 12.4,,dry,11,8, 5.80, 4.00,, 20.50,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi3,cultivated,i, 10.9,,dry,17,7, 9.60, 5.50,, 27.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi4,cultivated,i, 5.7,,dry,17,6, 9.10, 5.00,, 31.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi5,cultivated,i, 8.7,,dry,19,5, 9.50, 5.40,, 26.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi6,cultivated,i, 9.4,,dry,11,7, 6.30, 3.80,, 29.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi7,cultivated,i, 4.2,,dry,12,6, 6.10, 3.60,, 28.10,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poi1,wild,i, 28.6,1.34,,4,23, 2.00, 1.00,, 25.30,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poi2,wild,i, 31.0,1.44,,8,14, 2.10, 1.10,, 30.10,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poi3,wild,i, 28.5,1.52,,5,10, 1.60, 0.90,, 20.90,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poi4,wild,i, 26.5,1.57,,8,9, 2.00, 1.30,, 20.30,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poi5,wild,i, 36.4,1.50,,4,10, 1.90, 0.90,, 19.50,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poi6,wild,i, 29.5,1.73,,4,19, 1.90, 1.10,, 27.90,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Poi7,wild,i, 29.7,1.57,,4,21, 2.10, 1.20,, 30.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss1,cultivated,s, 5.4,,dry,14,5, 8.00, 5.60,, 27.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss2,cultivated,s, 6.1,,dry,16,3, 8.00, 5.60,, 35.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss3,cultivated,s, 7.3,,dry,13,4, 6.50, 4.30,, 26.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss4,cultivated,s, 5.6,,dry,11,4, 6.10, 4.30,, 29.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss5,cultivated,s, 3.3,,dry,10,5, 5.20, 3.40,, 33.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss6,cultivated,s, 4.7,,dry,13,3, 7.00, 4.50,, 33.10,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss7,cultivated,s, 7.0,,dry,16,3, 7.40, 4.50,, 35.50,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Pos1,wild,s, 14.5,,dry,6,16, 2.10, 1.20,, 28.10,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Pos2,wild,s, 15.4,1.66,,13,25, 2.10, 1.20,, 23.70,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Pos3,wild,s, 15.3,1.64,,4,11, 2.00, 1.00,, 28.00,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Pos4,wild,s, 13.7,,dry,5,15, 1.90, 0.90,, 25.70,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Pos5,wild,s, 14.6,,dry,6,21, 2.20, 1.40,, 28.50,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Pos6,wild,s, 13.5,,dry,8,7, 2.20, 1.30,, 28.30,,,,,,Alive,
G5,W5,2022-11-09,Portulaca oleracea,Pos7,wild,s, 14.5,,dry,5,13, 1.70, 0.80,, 29.50,,,,,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc1,cultivated,c, 16.7,1.32,,27,9, 13.00, 8.00, 78.56, 33.30, 25.15, 1.46, 20.800, 12.850, 0.620,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc2,cultivated,c, 20.8,1.36,,25,9, 10.50, 8.50, 55.85, 26.90, 17.50, 1.19, 19.500, 10.880, 0.490,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc3,cultivated,c, 25.2,1.19,,24,8, 10.00, 7.20, 53.70, 25.00, 16.13, 0.99, 17.200, 9.620, 0.410,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc4,cultivated,c, 28.3,1.43,,22,7, 11.50, 8.00, 58.32, 23.50, 12.39, 0.83, 39.500, 17.740, 0.810,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc5,cultivated,c, 19.5,1.39,,22,9, 11.80, 8.00, 96.64, 21.60, 23.13, 1.53, 26.600, 13.140, 0.630,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc6,cultivated,c, 25.9,1.15,,21,7, 10.00, 8.50, 74.76, 22.70, 14.48, 1.04, 30.200, 11.840, 0.490,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc7,cultivated,c, 21.4,1.31,,23,8, 12.00, 9.00, 69.57, 25.90, 14.22, 1.15, 31.100, 14.320, 0.600,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poc1,wild,c, 31.9,1.21,,8,19, 1.70, 1.00, 1.37, 25.90, 1.30, 0.06, 3.200, 0.090, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poc2,wild,c, 29.8,1.37,,6,24, 2.40, 1.30, 1.97, 28.50, 1.87, 0.08, 3.600, 0.120, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poc3,wild,c, 40.5,1.23,,5,25, 2.20, 1.30, 1.93, 26.80, 1.99, 0.09, 6.700, 0.100, 0.010,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poc4,wild,c, 39.5,1.27,,9,26, 2.50, 1.30, 2.11, 26.30, 3.10, 0.16, 4.700, 0.090, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poc5,wild,c, 36.2,1.46,,13,28, 2.40, 1.30, 2.44, 30.30, 2.28, 0.10, 4.300, 0.160, 0.030,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poc6,wild,c, 41.7,1.41,,6,25, 1.70, 1.10, 1.78, 27.80, 2.00, 0.10, 3.600, 0.070, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poc7,wild,c, 42.0,1.48,,6,28, 2.10, 1.30, 1.55, 30.60, 1.80, 0.08, 4.200, 0.090, 0.000,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi1,cultivated,i, 5.4,,dry,19,6, 9.50, 7.00, 53.12, 27.70, 8.35, 0.81, 13.800, 6.070, 0.410,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi2,cultivated,i, 5.2,,dry,20,6, 9.60, 8.10, 70.30, 27.00, 7.05, 0.71, 24.300, 7.590, 0.470,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi3,cultivated,i, 5.7,,dry,19,5, 10.00, 6.20, 48.50, 24.80, 8.35, 0.95, 20.000, 7.300, 0.430,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi4,cultivated,i, 4.0,,dry,20,5, 10.60, 6.60, 51.42, 32.10, 4.33, 0.92, 20.400, 6.590, 0.690,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi5,cultivated,i, 5.2,,dry,21,5, 9.20, 7.40, 64.23, 26.20, 7.11, 0.74, 23.100, 6.000, 0.330,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi6,cultivated,i, 3.8,,dry,18,5, 7.60, 5.60, 26.46, 37.20, 5.98, 0.75, 19.600, 6.210, 0.520,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi7,cultivated,i, 2.8,,dry,22,6, 11.20, 6.30, 45.88, 32.10, 6.17, 1.18, 35.700, 5.170, 0.390,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poi1,wild,i, 29.7,1.24,,4,21, 2.00, 1.10, 0.98, 26.80, 1.58, 0.08, 5.900, 0.020, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poi2,wild,i, 34.0,1.37,,8,21, 1.10, 0.40, 0.37, 26.40, 0.45, 0.02, 3.600, 0.000, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poi3,wild,i, 30.7,1.35,,5,8, 1.20, 0.60, 0.70, 23.50, 0.61, 0.03, 3.500, 0.000, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poi4,wild,i, 30.4,1.38,,7,21, 0.90, 0.50, 0.45, 24.50, 0.57, 0.03, 4.300, 0.020, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poi5,wild,i, 36.1,1.26,,5,17, 1.50, 1.00, 0.93, 28.10, 0.59, 0.03, 4.900, 0.000, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poi6,wild,i, 27.1,1.17,,6,26, 1.80, 1.10, 1.80, 26.80, 1.53, 0.07, 4.700, 0.040, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Poi7,wild,i, 36.3,1.19,,5,22, 2.00, 1.10, 1.63, 24.30, 1.70, 0.09, 3.500, 0.020, 0.000,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss1,cultivated,s, 2.7,,dry,17,4, 8.00, 5.00, 26.90, 32.70, 1.86, 0.58, 30.900, 3.440, 0.410,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss2,cultivated,s, 2.4,,dry,14,3, 6.00, 3.60, 16.48, 41.70, 1.03, 0.61, 30.700, 1.550, 0.330,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss3,cultivated,s, 3.7,,dry,16,4, 7.40, 4.50, 25.77, 33.60, 2.10, 0.62, 31.200, 2.140, 0.330,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss4,cultivated,s, 3.0,,dry,17,3, 9.00, 5.40, 29.46, 39.40, 2.15, 0.58, 25.000, 1.910, 0.280,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss5,cultivated,s, 1.8,,dry,20,4, 8.00, 3.20, 39.41, 46.00, 2.08, 0.53, 32.500, 1.290, 0.150,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss6,cultivated,s, 3.4,,dry,15,4, 8.20, 5.20, 19.51, 36.00, 3.65, 0.66, 53.200, 3.930, 0.430,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss7,cultivated,s, 2.8,,dry,16,4, 8.00, 4.90, 25.97, 37.00, 2.82, 0.63, 33.500, 1.820, 0.270,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Pos1,wild,s, 12.1,,dry,6,21, 1.90, 1.20, 2.04, 27.00, 1.38, 0.07, 4.200, 0.000, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Pos2,wild,s, 19.3,1.09,,14,36, 2.00, 1.30, 2.20, 25.00, 2.90, 0.11, 4.300, 0.090, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Pos3,wild,s, 17.4,1.04,,5,19, 2.00, 1.00, 1.22, 31.70, 1.13, 0.05, 5.600, 0.030, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Pos4,wild,s, 14.4,,dry,5,21, 1.30, 1.00, 1.67, 24.80, 1.26, 0.11, 4.900, 0.010, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Pos5,wild,s, 15.5,1.06,,7,25, 2.20, 1.50, 1.81, 31.20, 1.98, 0.05, 6.100, 0.080, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Pos6,wild,s, 16.0,1.07,,9,24, 0.90, 0.60, 0.40, 32.10, 0.60, 0.05, 4.100, 0.010, 0.000,Alive,
G5,W6,2022-11-24,Portulaca oleracea,Pos7,wild,s, 14.2,,dry,5,15, 1.50, 0.80, 1.13, 29.00, 1.05, 0.07, 3.700, 0.010, 0.000,Alive,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
